ID Number,Site Name,Mobile Number,Address,Firm Name,Party Print Name,Sales Man Name,Item Group,Order Value,Item Name,Item Qty,Tank Type,Tank Qty,Remark
00173/24-25,Nyati-Equitorial Phase 1,9028743827,"Nyati-Equitorial Phase 1,. GQC7+F29, near Crystal Honda Showroom, off Bengaluru - Mumbai Highway, Uttam Nagar, Bhunde Vasti, Bavdhan, Sunarwadi, Pune, Maharashtra 411021 
Pune, Maharashtra 
India",Insiya Trading,Nyati-Equitorial Phase 1,,SWH,,Solar Absorber Panel Fins,1,,,
00094/24-25,Soham Enterprises ( Ajay Plumber ),,"Supreme I Building 
Moshi 
India",Insiya Trading,Soham Enterprises( Ajay Plumber ),SAGAR PHARATE,SWH,,Yellow PP Rope ISI 28mm,41.48,,,
00062/25-26,Vantage 21 Mhada,,"Vantage 21 Mhada
J4 OFFICE NO. 301 GROUND FLOOR ROSE ICON
PIMPLE SAUDAGAR Pimpri Chinchwad
Maharashtra  411027 
Maharashtra - 411027 
India",Insiya Trading,VIVANTA REALTY,SAGAR PHARATE,SWH,,brass Nrv 1/2 Inc,4,,,
00071/25-26,Navnath Sonwane,,"Halchal Industries, 
Chouphula 
Pune, Maharashtra 
India 
Pune, Maharashtra 
India",Insiya Trading,Navnath Sonwane,,SWH,,Cpvc Elbow 3/4 Inc,4,,,
00027/24-25,24 Sunshine A,9860305494,"SHOP NO 11 LAXMITARA MARKET DANGE CHOWK
THERGAON PUNE
Maharashtra  411033 
Pune, Maharashtra - 411033 
India",Insiya Trading,SHIV ASSOCIATES,SAGAR PHARATE,SWH,1767920,SOLAR WATER HEATER 700 LPD,12,,,
00143/25-26,24 Sunshine B,,"24 Sunshine B   
Jadhavwadi chickali PUNE
Maharashtra  411033 
Pune, Maharashtra - 411033 
 
Maharashtra - 411033 
India",Insiya Trading,SHIV ASSOCIATES,,SWH,,Swh Tank 700/38,8,,,
00039/24-25,57 Midtown,,"SHOP NO - 10/11 AND 12  LAXMITARA MARKET
TATHWADE ROAD DANGE CHOWK
Maharashtra  411033 
Maharashtra - 411033 
India",Insiya Trading,GARVE BUILDCON,SAGAR PHARATE,SWH,665280,SOLAR WATER HEATER ,10800,,,
00041/25-26,ALPINE CASTLE  CO - OP HSG  SOC,,"KAUSARBAUGE 
PUNE 
Pune, Maharashtra 
India",Insiya Trading,ALPINE CASTLE CO - OP HSG  SOC,SAGAR PHARATE,SWH,98560,SOLAR WATER HEATER ,1000,,,
00043/25-26,AUSTIN LUSH A,9004685420,"S. No. 144/6/6 4th Floor Divya Capital
Vishwashanti Colony No.1 Pimpri Chinchwad
Maharashtra  411027 
Pune, Maharashtra - 411027 
India",Insiya Trading,LUSH RESIDENCES LLP,SAGAR PHARATE,SWH,1411235,SOLAR WATER HEATER ,14000,,,
00230/24-25,Basil Group GSV Constructions,,"S.NO.31/3 SHOP NO 2 SIDDHESHWAR PRASAD BLDG
DHANKAWADI PUNE
Maharashtra  411043 
Maharashtra - 411043 
India",Insiya Trading,GSV CONSTRUCTIONS,,SWH,,ETC TUBE SWH 58X2100MM,684,,,
00011/24-25,BHAGYASTHAN PHASE 1,,"BHAGYASTHAN A
TALEGAON DABHADE
PUNE 410507
 
Pune, Maharashtra 
India Pune Maharashtra ",Insiya Trading,BHAGYASTHAN PHASE 1,SAGAR PHARATE,SWH,,ETC TUBE SWH 58X2100MM,384,,,
00184/24-25,Bhaktamar Residency,,"Bhaktamar Residency
Wadgaonsheri
Pune 411014",Insiya Trading,Bhaktamar Realities LLP,,SWH,,Unipro pipe 1.1/2 Inc,100,,,
00026/24-25,Bhoomi Blessing,8888103410,"SHOP NO.11 WING B  SONIGARA CORP
Dange Chowk Road Pimpri Chinchwad
Maharashtra  411033 
Maharashtra - 411033 
India",Insiya Trading,GOLDWAY INFRACON,SAGAR PHARATE,SWH,269500,SOLAR WATER HEATER 700 LPD,7,,,
00079/24-25,BRIGHTKING INDIA,,"GAT NO.5365 2 RIDDHI SIDDI
CHAKAN SHIKRAPUR ROAD CHAKAN
CONTACT NO 9022904352
Maharashtra  410501 
Maharashtra - 410501 
India",Insiya Trading,BRIGHTKING INDIA,Default,SWH,,Solar Water Heater System 500/32 LPD,1,,,
00100/25-26,BUNTY REALTORS,9975570019,"37  SAGAR COMPLEX
PUNE-MUMBAI ROAD KASARWADI
Maharashtra  411034 
Pune, Maharashtra - 411034 
India",Insiya Trading,BUNTY REALTORS,SAGAR PHARATE,SWH,315000,SOLAR WATER HEATER ,5000,,,
00162/24-25,CHAVAN JAYANT RAMCHANDRA,9890965280,"S NO 47-1A SOMNATH NGR
WADGAONSHERI
PUNE
411047 
Pune, Maharashtra 
India",Insiya Trading,CHAVAN JAYANT RAMCHANDRA,SUNIL MANE,SWH,,PV stand and structure material set,2,,,
00008/24-25,CITYONE PANACHE,,"CITYONE PANACHE
xyz
Maharashtra  411033 
Maharashtra - 411033 
India",Insiya Trading,SHREE SAI KEYSTONE,SAGAR PHARATE,SWH,,KITEC PIPE 1.1/4 Inc,165,,,
00172/24-25,Cityone Skyway,9890185384,"Cityone Skyway
Survey No 11/2B  
Near Symbiosis College Kiwale Pune
Maharashtra  412101 
Maharashtra - 412101 
India",Insiya Trading,SHREE SAI CAPITAL,,SWH,,SWH Tank 620/38,8,,,
00007/24-25,Dealer Swapnil Bundgar,9022904352,"Chickhali pune 
Pune, Maharashtra - 411062 
India",Insiya Trading,Dealer Swapnil Bundgar,SAGAR PHARATE,SWH,687500,Solar Water Heater System 500/32 LPD,25,,,
00058/25-26,DESTINATION EL PROGRESO P2,7499130080,"amijit banglow Ground Sandvik Colony
Dighi Road Pimpri Chinchwad
Maharashtra  411039 
Pune, Maharashtra - 411039 
India",Insiya Trading,EL PROGRESO LANDMARKS,SAGAR PHARATE,SWH,1318200,SOLAR WATER HEATER ,15600,,,
00003/25-26,Destination Ishanya,,"SR. NO.207/4 SHOP NO. 2  NEAR VANARAJ HOTEL
ALANDI ROAD BHOSARI
Maharashtra  411039 
Maharashtra - 411039 
India",Insiya Trading,GAVHANE REALTY,SAGAR PHARATE,SWH,155904,SOLAR WATER HEATER ,2400,,,
00114/25-26,Dhumal sir,,"Koregaon bhima 
Pune, Maharashtra 
India",Insiya Trading,Dhumal sir,,SWH,,HM Solar Electric Heater 3kw 1.25 inch,1,,,
00055/25-26,Dikshit,,"Chikhali 
Pune, Maharashtra 
India",Insiya Trading,Dikshit,SAGAR PHARATE,SWH,,ETC TUBE SWH 58X1800MM,1,,,
00235/24-25,EL PROGRESSO VENTURES,,"SHOP NO.C-1 TO C-4 NEAR PNG KBG CLASSIC BUILDING
PUNE NASHIK ROAD BHOSARIGAON
Maharashtra  411039 
Maharashtra - 411039 
India",Insiya Trading,EL PROGRESSO VENTURES,SAGAR PHARATE,SWH,,ETC TUBE SWH 58X2100MM,4,,,
00073/26-27,ELATED HOUSING LLP,7875880000,"Katraj Hadapsar Road.Mohamadwadi Sub Post Office  Mohammad Wadi pune 411060 
Pune, Maharashtra 
India",Insiya Trading,ELATED HOUSING LLP,SAGAR PHARATE,SWH,1569375,SOLAR WATER HEATER ,22500,,,
00218/24-25,ELEMENTA PHASE 1 SAHAKARI GRUHARACHANA SANSTHA MARYADIT,,"S.No. 55/1,56/1,57/1, to 57/4, ELEMENTA PHASE 1 SAHAKARI GRUHARACHANA SANSTHA MARYADIT Tathawade Road, Pune, Pune, Maharashtra, 
Pune, Maharashtra -  411033 
India",Insiya Trading,ELEMENTA PHASE 1 SAHAKARI GRUHARACHANA SANSTHA MARYADIT,,SWH,,SWH Tank 500/32,3,,,
00020/25-26,Epic phase 1 building C and D co operative housing society limited,9156591591,"Ap Pimpale nilakh 
PUNE 
Pune, Maharashtra 
India",Insiya Trading,Epic phase 1 building C and D co operative housing society limited,SAGAR PHARATE,SWH,82600,Solar Water Heater AMC,20,,,
00152/24-25,F Residency,,"Wadgaonsheri pune 411014 
Pune, Maharashtra 
India",Insiya Trading,F Residency,,SWH,,Tefflon tape 15mtr,10,,,
00148/24-25,Green Park,,"Green park, Dudulgaon
Shop No. 106 SNO 150 and 151, PLOT NO. 1 and 8 Rama Equator
Ajmera Road Pimpri Chinchwad
Maharashtra  411018 
Maharashtra - 411018 
India",Insiya Trading,CLASSIC DEVELOPERS,SUNIL MANE,SWH,,Unipro pipe 1 Inc,60,,,
00034/25-26,HI-LIFE MHADA,,"SURVEY NO 34 3RD FLOOR VTP HOUSE
NEAR INORBIT MALL WADGAONSHERI PUNE
Maharashtra  411014 
Maharashtra - 411014 
India",Insiya Trading,RISING WELWORTH ENTERPRISES LLP,SAGAR PHARATE,SWH,28910,Zoloto Brass Nrv ISI 1.1/4 Inc,7,,,
00098/24-25,Infinity Cube,,"Infinity Cube
Punawale pune
S.No.32 A,LC 1/1 Office No.16  La-Cista
. PCNTDA
Maharashtra  411033 
Maharashtra - 411033 
India",Insiya Trading,TULIP DEVELOPERS,,SWH,,Unipro pipe 1 Inc,10,,,
00085/25-26,INFINITY WORLD B,,"INFINITY WORLD B
PUNAWALE, PUNE, 411033 
Maharashtra - 411033 
India",Insiya Trading,TULIP DEVELOPERS,,SWH,,Kitec Tee 1/2 Inc,1,,,
00054/25-26,Kalyani Enterprises,,"Mahabaleshwar 
Pune, Maharashtra 
India",Insiya Trading,Kalyani Enterprises,SAGAR PHARATE,SWH,,Swh Stand Kaan,2,,,
00027/25-26,KAMAL ENTERPRISES,7387565268,"SR.NO 53/2/1  DATTA SHANTI APARTMENT
NETAJI NAGAR LANE NO 2 Pimpri Chinchwad
Maharashtra  411061 
Maharashtra - 411061 
India",Insiya Trading,ELANZA,SAGAR PHARATE,SWH,220800,solar water heater 750lpd with 38 holes,4,,,
00077/25-26,Love Spring,7447853321,"OFFICE NO 207 SR NO 151/20 VISHAL VENTILA
NEAR NOBEL HOSPITAL HADAPSAR
Maharashtra  411028 
Pune, Maharashtra - 411028 
India",Insiya Trading,APEX ASSOCIATES,Balasaheb Deshmukh,SWH,890820,SOLAR WATER HEATER ,12120,,,
00071/25-26,MANGALAM BUILDCORP,8149371797,"S.NO.25/1,SHOP NO.33 A WING SILVER SPACE
JAGTAP DAIRY, PIMPLE NILAKH PUNE
Maharashtra  411027 
Pune, Maharashtra - 411027 
India",Insiya Trading,MANGALAM Life Park,SAGAR PHARATE,SWH,3288792,SOLAR WATER HEATER ,11200,,,
00018/25-26,Mayur Kilbil,9975570019,"37  SAGAR COMPLEX
PUNE-MUMBAI ROAD KASARWADI
Maharashtra  411034 
Maharashtra - 411034 
India",Insiya Trading,BUNTY REALTORS,SAGAR PHARATE,SWH,273648,SOLAR WATER HEATER ,4000,,,
00084/25-26,Nilam Patil,86000 06546,"OFFICE NO. 87&88 5 KK Market Wing D
KK Market Road Pune
Maharashtra  411043 
Bhor, Maharashtra - 411043 
India",Insiya Trading,Lifeshield EHS Services,SAGAR PHARATE,SWH,90000,Solar Water Heater 200LPD,1,,,
00025/24-25,Nirvana Life Season A1,,"A3 OFFICE NO 01 Sr no 7
DN Parande Park Lane Pune
Maharashtra  410105 
Maharashtra - 410105 
India",Insiya Trading,LIFE SEASONS DEVELOPMENT LLP,SAGAR PHARATE,SWH,,Nut bolt M8x20mm,1100,,,
00010/25-26,Nirvana Life Season A2,,"Nirvana Life Season A2
A3 OFFICE NO 01 Sr no 7
DN Parande Park Lane Pune
Maharashtra  410105 
Maharashtra - 410105 
India",Insiya Trading,LIFE SEASONS DEVELOPMENT LLP,SAGAR PHARATE,SWH,,ETC TUBE SWH 58X2100MM,608,,,
00011/25-26,Nirvana Life Season A3,,"Nirvana Life Season A3
A3 OFFICE NO 01 Sr no 7
DN Parande Park Lane Pune
Maharashtra  410105 
Maharashtra - 410105 
India",Insiya Trading,LIFE SEASONS DEVELOPMENT LLP,SAGAR PHARATE,SWH,,ETC TUBE SWH 58X2100MM,640,,,
00023/24-25,Nitin Bhandare,,"Piple Jagtap Road 
Pune, Maharashtra 
India",Insiya Trading,Nitin Bhandare,SAGAR PHARATE,SWH,,SWH Tank 300/30,1,,,
00023/24-25,Pandarinath Hargude,9822007287,"Pernefata Pune 
Pune, Maharashtra 
India",Insiya Trading,Pandarinath Hargude,SAGAR PHARATE,SWH,36000,solar water Heater 300 lpd,1,,,
00006/24-25,Parkale Sir,8888083048,"Kedgaon Tal Daund Dist Pune 
Pune, Maharashtra - 144005 
India",Insiya Trading,Parkale Sir,SAGAR PHARATE,SWH,70500,SOLAR WATER HEATER 550 LPD 34 HOLE,2,,,
00226/24-25,Pegasus T1,,"VTP pegasus T1
kharadi, Pune 411014",Insiya Trading,ARHUM ERECTORS PRIVATE LIMITED,,SWH,,ETC TUBE SWH 58X2100MM,760,,,
00002/24-25,Pegasus T10,,"Pegasus T10 
314 3rd Floor VTP House
Near Inorbit Mall,Nagar Road Wadgaonsheri
Maharashtra  411014 
Maharashtra - 411014 
India",Insiya Trading,ARHUM ERECTORS PRIVATE LIMITED,SAGAR PHARATE,SWH,,GI tee 1.1/4 Inc,18,,,
00142/25-26,Pegasus T11,,"VTP Pegasus T11
Kharadi, Pune 411014 
Maharashtra - 411014 
India 
Maharashtra - 411014 
India",Insiya Trading,ARHUM ERECTORS PRIVATE LIMITED,SAGAR PHARATE,SWH,,SWH Tank 620/36,8,,,
00156/24-25,Pegasus T12,,"VTP Pegasus T 12
Kharadi, Pune
Maharashtra - 411014 
India",Insiya Trading,ARHUM ERECTORS PRIVATE LIMITED,SAGAR PHARATE,SWH,,GI tee 1.1/4 Inc,18,,,
00019/25-26,Pegasus T3,,"VTP Pegasus T3
Kharadi, Pune
Maharashtra - 411014 
India",Insiya Trading,ARHUM ERECTORS PRIVATE LIMITED,,SWH,,GI Elbow 1.1/4 Inc,30,,,
00108/25-26,Pegasus T9,,"VTP Pegasus T9
Kharadi, Pune 411014 
Maharashtra - 411014 
India 
Maharashtra - 411014 
India",Insiya Trading,ARHUM ERECTORS PRIVATE LIMITED,SAGAR PHARATE,SWH,,SOLAR WATER HEATER 760/38,8,,,
00091/25-26,PINNACLE PROPERTIES (HORIZONS),,"GAT NO 94, NEAR SNBP SCHOOL DEHU- ALANDI ROAD CHIKHALI PUNE412114 
Maharashtra - 411017 
India",Insiya Trading,PINNACLE PROPERTIES,SAGAR PHARATE,SWH,,Airvent Support pipe set,18,,,
00021/24-25,PMAY Manaj Infra,,"12TH FLOOR  KRUSHAL COMMERCIAL COMPLEX,
G M ROAD, ABOVE SHOPPERS STOP, CHEMBUR WEST
Maharashtra  400089 
Pune, Maharashtra - 400089 
India",Insiya Trading,MANAJ INFRACONSTRUCTION LTD,SAGAR PHARATE,SWH,143889,Zoloto Brass Patti Valve 2 inch,26,,,
00032/25-26,Pristine Allure,9922794111,"Office 6, CTS 40B/41 2nd Floor 96 Suvarnarekha Boulevard
Prabhat Road Pune
Maharashtra  411004 
Pune, Maharashtra - 411004 
India",Insiya Trading,MAHALAXMI SHELTERS,SAGAR PHARATE,SWH,4359590,SOLAR WATER HEATER ,7800,,,
00159/25-26,Pristine Allure C,9922794111,"Pristine Allure C
 Sainath Nagar Vadgaon Sheri  Pune
 Maharashtra  411004 
Maharashtra - 411004 
India",Insiya Trading,MAHALAXMI SHELTERS,,SWH,,Unipro pipe 1.1/2 Inc,114,,,
00194/25-26,Pristine Allure D,9922794111,"Pristine Allure D
 Sainath Nagar Vadgaon Sheri  Pune
 Maharashtra  411004 
Maharashtra - 411004 
India",Insiya Trading,MAHALAXMI SHELTERS,SAGAR PHARATE,SWH,,Unipro pipe 1.1/2 Inc,110,,,
00284/25-26,Pristine Allure E,9922794111,"Pristine Allure E
 Sainath Nagar Vadgaon Sheri  Pune
 Maharashtra  411004 
Maharashtra - 411004 
India",Insiya Trading,MAHALAXMI SHELTERS,SAGAR PHARATE,SWH,,SOLAR WATER HEATER 650/38,8,,,
00012/24-25,Raju Shaikh - Plumber,9049097981,"Pune, Maharashtra 
India",Insiya Trading,Raju Shaikh - Plumber,,SWH,80000,SOLAR WATER HEATER ,4000,,,
00045/24-25,Ravi Jadhav,9614001010,"Katraj 
Pune, Maharashtra - 411046 
India",Insiya Trading,Ravi Jadhav,SAGAR PHARATE,SWH,23500,solar water Heater 300 lpd,1,,,
00044/24-25,ROSE DREAM DEVELOPERS,9970737709,"Shop No. 2 and 3 Ground Floor Sai Park
Opp. Jyotiba Mangal Karyalay Kalewadi
Maharashtra  411017 
Maharashtra - 411017 
India",Insiya Trading,ROSE DREAM DEVELOPERS,,SWH,18000,ETC TUBE SWH 58X2100MM,30,,,
00004/24-25,Sagar Farate,,"YEVAT TAL. DAUND, DIST- PUNE 412214 , Maharashtra 
India",Insiya Trading,Sagar Farate,SAGAR PHARATE,SWH,17000,Solar Water Heater 200LPD,1,,,
00074/25-26,Sai Signature A,8329004956,"SURVEY NO 6  
MAMURDI PUNE
Maharashtra  412101 
Pune, Maharashtra - 412101 
India",Insiya Trading,SHREE SAI CREATIVES,SAGAR PHARATE,SWH,2113591,SOLAR WATER HEATER ,24320,,,
00036/24-25,Satish B Rane,942394146,"Pimpalner Tal Sakri Dist Dhule Maharashtra 
Pune, Maharashtra 
India",Insiya Trading,Satish B Rane,SAGAR PHARATE,SWH,18000,Solar Water Heater 200LPD,1,,,
00009/24-25,Skyway Harmony,8237608189,"H NO 290  SHIV NAGAR, CHIRKE COLONY
VADAGAON SHINDE ROAD, NEAR GAJANAN MANGAL KARYALAY LOHAGAON
Maharashtra  411047 
Pune, Maharashtra - 411047 
India",Insiya Trading,PRANAM BUILDCON,SAGAR PHARATE,SWH,995792,SOLAR WATER HEATER ,9000,,,
00008/25-26,SOHAM DEVELOPERS,9511655463,"SOHAM SRUSHTI, MORYA COLONY, TATHAWADE, PUNE 411033 
Pune, Maharashtra 
India",Insiya Trading,SOHAM DEVELOPERS,SAGAR PHARATE,SWH,166656,SOLAR WATER HEATER ,2400,,,
00009/25-26,SOHAM SHIVAM DEVELOPERS,9511655463,"RAMAN STELLAR, MORYA COLONY, TATHAWADE, PUNE 411033 
Pune, Maharashtra 
India",Insiya Trading,SOHAM SHIVAM DEVELOPERS,SAGAR PHARATE,SWH,333312,SOLAR WATER HEATER ,4800,,,
00080/24-25,Soham Solar,,"C/o Ajay, Markal 
Pune, Maharashtra 
India",Insiya Trading,Soham Solar,,SWH,,SWH Tank 300/30,1,,,
00025/24-25,Sonigara Presidency C (DHANASHRI CONSTRUCTION),9370326805,"SHOP NO 11 B SONIGARA PARK TATHWADE ROAD
LAXMITARA DANGE CHOWK MULSHI
Maharashtra  411033 
Pune, Maharashtra - 411033 
India",Insiya Trading,DHANASHRI CONSTRUCTION,SAGAR PHARATE,SWH,1330560,SOLAR WATER HEATER 600 LPD,36,,,
00178/25-26,Sonigara Presidency D (DHANASHRI CONSTRUCTION),9370326805,"Sonigara Presidency D 
SHOP NO 11 B SONIGARA PARK TATHWADE ROAD
LAXMITARA DANGE CHOWK MULSHI
Maharashtra  411033 
Maharashtra - 411018 
India",Insiya Trading,DHANASHRI CONSTRUCTION,SAGAR PHARATE,SWH,,ETC TUBE SWH 58X2100MM,432,,,
00049/25-26,Sonigara Shloka,9561407276,"GAT NO 1598  
DEHU ALANDI ROAD PUNE
Maharashtra  412114 
Pune, Maharashtra - 412114 
India",Insiya Trading,R K ASSOCIATES,SAGAR PHARATE,SWH,1039500,SOLAR WATER HEATER ,3000,,,
00022/26-27,Sonigara Shloka E5,9561407276,"Sonigara Shloka E5
GAT NO 1598  
DEHU ALANDI ROAD PUNE
Maharashtra  412114 
Pune, Maharashtra - 412114 
India",Insiya Trading,R K ASSOCIATES,SAGAR PHARATE,SWH,,ETC TUBE SWH 58X2100MM,152,,,
00023/26-27,Sonigara Shloka E6,9561407276,"Sonigara Shloka E6
GAT NO 1598  
DEHU ALANDI ROAD PUNE
Maharashtra  412114 
Pune, Maharashtra - 412114 
India",Insiya Trading,R K ASSOCIATES,SAGAR PHARATE,SWH,,ETC TUBE SWH 58X2100MM,158,,,
00019/25-26,Star Vista,8180002002,"S.NO-99/21/1,CTS NO-7112  RAIEMAA ASSOCIATES
SHOP NO-01 PIMPRI
Maharashtra  411017 
Pune, Maharashtra - 411017 
India",Insiya Trading,ARKO REALTY,SAGAR PHARATE,SWH,1432800,SOLAR WATER HEATER ,15000,,,
00291/25-26,sun and sand hotel,,"juhu beach mumbai  
Pune, Maharashtra 
India",Insiya Trading,sun and sand hotel,,SWH,,GI double nipple 1.1/4 Inc,4,,,
00137/25-26,Sunil Dhawale,,"Yashwant Nagar, Kharadi, Pune 411014 
Pune, Maharashtra - 411014 
India",Insiya Trading,Sunil Dhawale,SAGAR PHARATE,SWH,,HM Solar Electric Heater 3kw 1.25 inch,1,,,
00053/25-26,Sunil Jaywant Walhekar,9922644004,"Yavat Taluka Daund District Pune Yavat Station Dudhane Chowk 
Pune, Maharashtra 
India",Insiya Trading,Sunil Jaywant Walhekar,SAGAR PHARATE,SWH,0,SOLAR WATER HEATER ,1,,,
00023/25-26,SURENDRA NAMDEO PATIL,98344 21084,"Shop No. 3 , 4  Symphony C
Range Hills Road Pune
Maharashtra  411007 
Maharashtra - 411007 
India",Insiya Trading,SURENDRA NAMDEO PATIL,SAGAR PHARATE,SWH,119580,SOLAR WATER HEATER ,1200,,,
00011/24-25,THE TREE HINJEWADI PH - 3,93072 74716,"74/8 Walekharwadi GROUND FLOOR Rajanigandha Society
Krantivir Chapekar Marg Pimpri Chinchwad
Maharashtra  411033 
Pune, Maharashtra - 411033 
India",Insiya Trading,SUKRITHAM HOSPITALITY PRIVATE LIMITED,SUNIL MANE,SWH,285504,solar water heater 750lpd with 38 holes,4,,,
00032/24-25,TRIMURTI DEVELOPERS,9130733843,"SR NO.51/2/2  HARI OM SMRUTI ,OPP-PANDIT AUTO PETROL PUMP
DANGE CHOWK,HINJEWADI ROAD, TATHWADE PUNE
Maharashtra  411033 
Maharashtra - 411033 
India",Insiya Trading,TRIMURTI DEVELOPERS,SAGAR PHARATE,SWH,33600,SOLAR WATER HEATER ,2,,,
00016/24-25,TROPICA,,"TROPICA
S. No 56/57/58 Dada Saheb Sahasrabudhe Path, Pune Mumbai Bypass,Near Sameer Lawns, Ravet, Pune-412101. 
Maharashtra - 411009 
India",Insiya Trading,TROPICA,SAGAR PHARATE,SWH,,Unipro Mtc 1 Inc,40,,,
00090/25-26,Valencia B1 CO-OP HSG SOC,9373191021,"Sadesatra nali hadapsar pune 
Pune, Maharashtra 
India",Insiya Trading,Valencia B1 CO-OP HSG SOC,SAGAR PHARATE,SWH,63735,SOLAR WATER HEATER 550 LPD 34 HOLE,1,,,
00019/24-25,Vantage 21 A,,"J4 OFFICE NO. 301 GROUND FLOOR ROSE ICON
PIMPLE SAUDAGAR Pimpri Chinchwad
Maharashtra  411027 
Maharashtra - 411027 
India",Insiya Trading,VIVANTA REALTY,SAGAR PHARATE,SWH,,ETC TUBE SWH 58X2100MM,912,,,
00010/24-25,Vighnaharta Hospital,9096244148,"Shirur-Chaufula Road , Opposite HP Petrol Pump,
Nhavare 
Pune, Maharashtra - 412211 
India",Insiya Trading,Vighnaharta Hospital,SUNIL MANE,SWH,45540,SOLAR WATER HEATER 700 LPD,1,,,
00004/25-26,vikram jawalkar,9922404518,"Shikrapur pune 
Pune, Maharashtra 
India",Insiya Trading,vikram jawalkar,SAGAR PHARATE,SWH,1,solar water Heater 300 lpd,1,,,
00199/25-26,VTP HI-LIFE MHADA,,"VTP HI-LIFE MHADA
Near Dange Chouk Pimpari Chinchwad
Maharashtra   
Maharashtra - 411014 
India",Insiya Trading,RISING WELWORTH ENTERPRISES LLP,SAGAR PHARATE,SWH,,GI airvent pipe 1/2inch x 5ft,21,,,
00278/25-26,Yashada Epic C D & E,,"OFFICE NO. 301, J4 BUILDING GROUND ROSE ICON
PIMPLE SAUDAGAR Pimpri Chinchwad
Maharashtra  411027 
Maharashtra - 411027 
India",Insiya Trading,YASHADA WORLD,,SWH,,SILICON RING 58MM,100,,,
00035/24-25,Yashada Supreme E,,DUDULGAON PHASE 1 MOSHI PUNE 412105 Pune Maharashtra ,Insiya Trading,YASHADA HOLDINGS,SAGAR PHARATE,SWH,,SOLAR WATER HEATER 650/34,1,,,
00005/24-25,Yashada Supreme F,,"OFFICE NO. 301, J4 BUILDING GROUND FLOOR ROSE ICON
PIMPLE SAUDAGAR Pimpri Chinchwad
Maharashtra  411027 
Maharashtra - 411027 
India",Insiya Trading,YASHADA HOLDINGS,SAGAR PHARATE,SWH,,GI tee 1.1/4 Inc,16,,,
00029/24-25,YASHADA SUPREME I,,"OFFICE NO. 301, J4 BUILDING GROUND FLOOR ROSE ICON
PIMPLE SAUDAGAR Pimpri Chinchwad
Maharashtra  411027 
Maharashtra - 411027 
India",Insiya Trading,YASHADA HOLDINGS,SAGAR PHARATE,SWH,,Nut bolt M8x20mm,1320,,,
00032/24-25,YASHADA SUPREME J,,"OFFICE NO. 301, J4 BUILDING GROUND FLOOR ROSE ICON
PIMPLE SAUDAGAR Pimpri Chinchwad
Maharashtra  411027 
Maharashtra - 411027 
India",Insiya Trading,YASHADA HOLDINGS,SAGAR PHARATE,SWH,,Swh TRB,12,,,
00249/25-26,Yashwin Orizzonate A,,"Yashwin Orizzonate A
Kharadi, Pune 
Maharashtra - 411014 
India",Insiya Trading,VILAS JAVDEKAR GREENSCAPE DEVELOPERS LLP,SAGAR PHARATE,SWH,,32mm AIRA MAKE ISD MODEL 2/2 WAY PILOT OPERATED SS 304 BODY DIAPHRAGM TYPE SOLENOID VALVE S/E N/C 230 V AC Weather proof 1.1/4 inch,8,,,
00250/25-26,Yashwin Orizzonate B,,"Yashwin Orizzonate B
Kharadi, Pune 
Maharashtra - 411014 
India",Insiya Trading,VILAS JAVDEKAR GREENSCAPE DEVELOPERS LLP,SAGAR PHARATE,SWH,,32mm AIRA MAKE ISD MODEL 2/2 WAY PILOT OPERATED SS 304 BODY DIAPHRAGM TYPE SOLENOID VALVE S/E N/C 230 V AC Weather proof 1.1/4 inch,7,,,
00251/25-26,Yashwin Orizzonate Mhada,,"Yashwin Orizzonate Mhada
Kharadi, Pune 
Maharashtra - 411014 
India",Insiya Trading,VILAS JAVDEKAR GREENSCAPE DEVELOPERS LLP,SAGAR PHARATE,SWH,,32mm AIRA MAKE ISD MODEL 2/2 WAY PILOT OPERATED SS 304 BODY DIAPHRAGM TYPE SOLENOID VALVE S/E N/C 230 V AC Weather proof 1.1/4 inch,4,,,
00036/24-25,YASHWIN ORIZZONTE C,,"YASHWIN ORIZZONTE C
67/2,67/5/1,67/5/2
At Kharadi Pune
411014 
Pune City, Maharashtra - 411014 
India Pune Maharashtra 411014",Insiya Trading,VILAS JAVDEKAR GREENSCAPE DEVELOPERS LLP,SAGAR PHARATE,SWH,,SOLAR WATER HEATER 760/38,8,,,
00039/24-25,YASHWIN ORIZZONTE D,,"67/2,67/5/1,67/5/2
At Kharadi Pune
411014 
Pune City, Maharashtra - 411014 
India Pune Maharashtra ",Insiya Trading,VILAS JAVDEKAR GREENSCAPE DEVELOPERS LLP,,SWH,,SOLAR WATER HEATER 760/38,8,,,
00065/25-26,YASHWIN ORIZZONTE D Bldg,,"YASHWIN ORIZZONTE D
67/2,67/5/1,67/5/2
At Kharadi Pune
411014 
Maharashtra - 411057 
India",Insiya Trading,SANKALP CONTRACTS PRIVATE LIMITED,,SWH,,KITEC PIPE 1.1/4 Inc,200,,,
00219/24-25,YASHWIN SUPERNOVA - B,,"YASHWIN SUPERNOVA - B
S. No 111/1/1 at Wakad Mulashi, Pune Mah,India,Pin code 411057",Insiya Trading,SANKALP CONTRACTS PRIVATE LIMITED,,SWH,,solar water heater 750lpd with 38 holes,8,,,
